index,countryenc,priceenc,pointsenc,region_1enc,reviewenc,user_nameenc,provinceenc,wineryenc,countryenc + priceenc,pointsenc + user_nameenc,region_1enc + user_nameenc,pointsenc + region_1enc,priceenc + provinceenc,reviewenc + wineryenc,region_1enc + reviewenc,countryenc + provinceenc,provinceenc + user_nameenc,countryenc + pointsenc,countryenc + user_nameenc,priceenc + user_nameenc,region_1enc + wineryenc,pointsenc + provinceenc,provinceenc + wineryenc,priceenc + wineryenc,provinceenc + reviewenc,provinceenc + region_1enc,countryenc + wineryenc,countryenc + reviewenc,priceenc + reviewenc,user_nameenc + wineryenc,pointsenc + priceenc,pointsenc + wineryenc,pointsenc + reviewenc,countryenc + region_1enc,priceenc + region_1enc,reviewenc + user_nameenc,countryenc * priceenc,pointsenc * user_nameenc,region_1enc * user_nameenc,pointsenc * region_1enc,priceenc * provinceenc,reviewenc * wineryenc,region_1enc * reviewenc,countryenc * provinceenc,provinceenc * user_nameenc,countryenc * pointsenc,countryenc * user_nameenc,priceenc * user_nameenc,region_1enc * wineryenc,pointsenc * provinceenc,provinceenc * wineryenc,priceenc * wineryenc,provinceenc * reviewenc,provinceenc * region_1enc,countryenc * wineryenc,countryenc * reviewenc,priceenc * reviewenc,user_nameenc * wineryenc,pointsenc * priceenc,pointsenc * wineryenc,pointsenc * reviewenc,countryenc * region_1enc,priceenc * region_1enc,reviewenc * user_nameenc,variety
81,3,31,8,614,1,10,13,1428,34,18,624,622,44,1429,615,16,23,11,13,41,2042,21,1441,1459,14,627,1431,4,32,1438,39,1436,9,617,645,11,93,80,6140,4912,403,1428,614,39,130,24,30,310,876792,104,18564,44268,13,7982,4284,3,31,14280,248,11424,8,1842,19034,10,Red Blend
82,6,41,10,453,1,11,50,2938,47,21,464,463,91,2939,454,56,61,16,17,52,3391,60,2988,2979,51,503,2944,7,42,2949,51,2948,11,459,494,12,246,110,4983,4530,2050,2938,453,300,550,60,66,451,1330914,500,146900,120458,50,22650,17628,6,41,32318,410,29380,10,2718,18573,11,Red Blend
83,5,23,8,442,1,12,8,4976,28,20,454,450,31,4977,443,13,20,13,17,35,5418,16,4984,4999,9,450,4981,6,24,4988,31,4984,9,447,465,13,115,96,5304,3536,184,4976,442,40,96,40,60,276,2199392,64,39808,114448,8,3536,24880,5,23,59712,184,39808,8,2210,10166,12,Red Blend
84,5,27,10,461,1,12,28,3725,32,22,473,471,55,3726,462,33,40,15,17,39,4186,38,3753,3752,29,489,3730,6,28,3737,37,3735,11,466,488,13,135,120,5532,4610,756,3725,461,140,336,50,60,324,1717225,280,104300,100575,28,12908,18625,5,27,44700,270,37250,10,2305,12447,12,Red Blend
85,3,21,11,510,1,10,19,2644,24,21,520,521,40,2645,511,22,29,14,13,31,3154,30,2663,2665,20,529,2647,4,22,2654,32,2655,12,513,531,11,63,110,5100,5610,399,2644,510,57,190,33,30,210,1348440,209,50236,55524,19,9690,7932,3,21,26440,231,29084,11,1530,10710,10,Red Blend
86,3,36,9,493,1,10,19,5054,39,19,503,502,55,5055,494,22,29,12,13,46,5547,28,5073,5090,20,512,5057,4,37,5064,45,5063,10,496,529,11,108,90,4930,4437,684,5054,493,57,190,27,30,360,2491622,171,96026,181944,19,9367,15162,3,36,50540,324,45486,9,1479,17748,10,Red Blend
87,3,14,10,384,1,10,4,1371,17,20,394,394,18,1372,385,7,14,13,13,24,1755,14,1375,1385,5,388,1374,4,15,1381,24,1381,11,387,398,11,42,100,3840,3840,56,1371,384,12,40,30,30,140,526464,40,5484,19194,4,1536,4113,3,14,13710,140,13710,10,1152,5376,10,Bordeaux-style White Blend
88,6,10,3,647,0,7,50,3714,16,10,654,650,60,3714,647,56,57,9,13,17,4361,53,3764,3724,50,697,3720,6,10,3721,13,3717,3,653,657,7,60,21,4529,1941,500,0,0,300,350,18,42,70,2402958,150,185700,37140,0,32350,22284,0,0,25998,30,11142,0,3882,6470,0,Chardonnay
89,0,12,6,342,0,12,21,5099,12,18,354,348,33,5099,342,21,33,6,12,24,5441,27,5120,5111,21,363,5099,0,12,5111,18,5105,6,342,354,12,0,72,4104,2052,252,0,0,0,252,0,0,144,1743858,126,107079,61188,0,7182,0,0,0,61188,72,30594,0,0,4104,0,Red Blend
90,6,86,12,159,1,11,50,4058,92,23,170,171,136,4059,160,56,61,18,17,97,4217,62,4108,4144,51,209,4064,7,87,4069,98,4070,13,165,245,12,516,132,1749,1908,4300,4058,159,300,550,72,66,946,645222,600,202900,348988,50,7950,24348,6,86,44638,1032,48696,12,954,13674,11,Syrah
91,6,22,9,647,1,7,50,159,28,16,654,656,72,160,648,56,57,15,13,29,806,59,209,181,51,697,165,7,23,166,31,168,10,653,669,8,132,63,4529,5823,1100,159,647,300,350,54,42,154,102873,450,7950,3498,50,32350,954,6,22,1113,198,1431,9,3882,14234,7,Chardonnay
92,6,31,7,228,1,9,7,3030,37,16,237,235,38,3031,229,13,16,13,15,40,3258,14,3037,3061,8,235,3036,7,32,3039,38,3037,8,234,259,10,186,63,2052,1596,217,3030,228,42,63,42,54,279,690840,49,21210,93930,7,1596,18180,6,31,27270,217,21210,7,1368,7068,9,Cabernet Sauvignon
93,3,21,12,183,1,10,36,1269,24,22,193,195,57,1270,184,39,46,15,13,31,1452,48,1305,1290,37,219,1272,4,22,1279,33,1281,13,186,204,11,63,120,1830,2196,756,1269,183,108,360,36,30,210,232227,432,45684,26649,36,6588,3807,3,21,12690,252,15228,12,549,3843,10,Chardonnay
94,6,19,12,358,1,6,7,4793,25,18,364,370,26,4794,359,13,13,18,12,25,5151,19,4800,4812,8,365,4799,7,20,4799,31,4805,13,364,377,7,114,72,2148,4296,133,4793,358,42,42,72,36,114,1715894,84,33551,91067,7,2506,28758,6,19,28758,228,57516,12,2148,6802,6,Pinot Noir
95,6,66,14,407,2,7,32,3059,72,21,414,421,98,3061,409,38,39,20,13,73,3466,46,3091,3125,34,439,3065,8,68,3066,80,3073,16,413,473,9,396,98,2849,5698,2112,6118,814,192,224,84,42,462,1245013,448,97888,201894,64,13024,18354,12,132,21413,924,42826,28,2442,26862,14,Syrah
96,6,26,9,159,1,11,50,179,32,20,170,168,76,180,160,56,61,15,17,37,338,59,229,205,51,209,185,7,27,190,35,188,10,165,185,12,156,99,1749,1431,1300,179,159,300,550,54,66,286,28461,450,8950,4654,50,7950,1074,6,26,1969,234,1611,9,954,4134,11,Chardonnay
97,3,3,5,264,0,10,41,303,6,15,274,269,44,303,264,44,51,8,13,13,567,46,344,306,41,305,306,3,3,313,8,308,5,267,267,10,9,50,2640,1320,123,0,0,123,410,15,30,30,79992,205,12423,909,0,10824,909,0,0,3030,15,1515,0,792,792,0,Red Blend
98,6,45,11,414,1,6,7,748,51,17,420,425,52,749,415,13,13,17,12,51,1162,18,755,793,8,421,754,7,46,754,56,759,12,420,459,7,270,66,2484,4554,315,748,414,42,42,66,36,270,309672,77,5236,33660,7,2898,4488,6,45,4488,495,8228,11,2484,18630,6,Red Blend
99,6,9,5,159,0,7,50,4568,15,12,166,164,59,4568,159,56,57,11,13,16,4727,55,4618,4577,50,209,4574,6,9,4575,14,4573,5,165,168,7,54,35,1113,795,450,0,0,300,350,30,42,63,726312,250,228400,41112,0,7950,27408,0,0,31976,45,22840,0,954,1431,0,Chardonnay
100,1,13,8,308,1,1,39,418,14,9,309,316,52,419,309,40,40,9,2,14,726,47,457,431,40,347,419,2,14,419,21,426,9,309,321,2,13,8,308,2464,507,418,308,39,39,8,1,13,128744,312,16302,5434,39,12012,418,1,13,418,104,3344,8,308,4004,1,Red Blend
101,6,56,13,518,1,6,7,4581,62,19,524,531,63,4582,519,13,13,19,12,62,5099,20,4588,4637,8,525,4587,7,57,4587,69,4594,14,524,574,7,336,78,3108,6734,392,4581,518,42,42,78,36,336,2372958,91,32067,256536,7,3626,27486,6,56,27486,728,59553,13,3108,29008,6,Cabernet Sauvignon
102,0,8,7,416,1,12,33,2362,8,19,428,423,41,2363,417,33,45,7,12,20,2778,40,2395,2370,34,449,2362,1,9,2374,15,2369,8,416,424,13,0,84,4992,2912,264,2362,416,0,396,0,0,96,982592,231,77946,18896,33,13728,0,0,8,28344,56,16534,7,0,3328,12,Red Blend
103,3,31,11,384,1,10,4,1317,34,21,394,395,35,1318,385,7,14,14,13,41,1701,15,1321,1348,5,388,1320,4,32,1327,42,1328,12,387,415,11,93,110,3840,4224,124,1317,384,12,40,33,30,310,505728,44,5268,40827,4,1536,3951,3,31,13170,341,14487,11,1152,11904,10,Bordeaux-style White Blend
104,3,71,8,120,1,10,6,516,74,18,130,128,77,517,121,9,16,11,13,81,636,14,522,587,7,126,519,4,72,526,79,524,9,123,191,11,213,80,1200,960,426,516,120,18,60,24,30,710,61920,48,3096,36636,6,720,1548,3,71,5160,568,4128,8,360,8520,10,Chardonnay
105,4,61,14,241,2,4,38,349,65,18,245,255,99,351,243,42,42,18,8,65,590,52,387,410,40,279,353,6,63,353,75,363,16,245,302,6,244,56,964,3374,2318,698,482,152,152,56,16,244,84109,532,13262,21289,76,9158,1396,8,122,1396,854,4886,28,964,14701,8,Red Blend
106,6,35,11,647,1,7,50,2281,41,18,654,658,85,2282,648,56,57,17,13,42,2928,61,2331,2316,51,697,2287,7,36,2288,46,2292,12,653,682,8,210,77,4529,7117,1750,2281,647,300,350,66,42,245,1475807,550,114050,79835,50,32350,13686,6,35,15967,385,25091,11,3882,22645,7,Cabernet Sauvignon
107,3,36,7,116,1,10,11,2676,39,17,126,123,47,2677,117,14,21,10,13,46,2792,18,2687,2712,12,127,2679,4,37,2686,43,2683,8,119,152,11,108,70,1160,812,396,2676,116,33,110,21,30,360,310416,77,29436,96336,11,1276,8028,3,36,26760,252,18732,7,348,4176,10,Red Blend
108,3,9,7,48,1,10,3,1413,12,17,58,55,12,1414,49,6,13,10,13,19,1461,10,1416,1422,4,51,1416,4,10,1423,16,1420,8,51,57,11,27,70,480,336,27,1413,48,9,30,21,30,90,67824,21,4239,12717,3,144,4239,3,9,14130,63,9891,7,144,432,10,Pinot Noir
109,4,26,10,39,1,4,35,677,30,14,43,49,61,678,40,39,39,14,8,30,716,45,712,703,36,74,681,5,27,681,36,687,11,43,65,5,104,40,156,390,910,677,39,140,140,40,16,104,26403,350,23695,17602,35,1365,2708,4,26,2708,260,6770,10,156,1014,4,Red Blend
110,6,26,5,645,0,7,32,1999,32,12,652,650,58,1999,645,38,39,11,13,33,2644,37,2031,2025,32,677,2005,6,26,2006,31,2004,5,651,671,7,156,35,4515,3225,832,0,0,192,224,30,42,182,1289355,160,63968,51974,0,20640,11994,0,0,13993,130,9995,0,3870,16770,0,Pinot Noir
111,6,20,14,456,2,7,32,4902,26,21,463,470,52,4904,458,38,39,20,13,27,5358,46,4934,4922,34,488,4908,8,22,4909,34,4916,16,462,476,9,120,98,3192,6384,640,9804,912,192,224,84,42,140,2235312,448,156864,98040,64,14592,29412,12,40,34314,280,68628,28,2736,9120,14,Cabernet Sauvignon
112,6,15,9,645,1,7,32,4575,21,16,652,654,47,4576,646,38,39,15,13,22,5220,41,4607,4590,33,677,4581,7,16,4582,24,4584,10,651,660,8,90,63,4515,5805,480,4575,645,192,224,54,42,105,2950875,288,146400,68625,32,20640,27450,6,15,32025,135,41175,9,3870,9675,7,Red Blend
113,1,104,14,331,2,1,51,4994,105,15,332,345,155,4996,333,52,52,15,2,105,5325,65,5045,5098,53,382,4995,3,106,4995,118,5008,16,332,435,3,104,14,331,4634,5304,9988,662,51,51,14,1,104,1653014,714,254694,519376,102,16881,4994,2,208,4994,1456,69916,28,331,34424,2,Red Blend
114,3,13,6,57,0,10,4,955,16,16,67,63,17,955,57,7,14,9,13,23,1012,10,959,968,4,61,958,3,13,965,19,961,6,60,70,10,39,60,570,342,52,0,0,12,40,18,30,130,54435,24,3820,12415,0,228,2865,0,0,9550,78,5730,0,171,741,0,Pinot Noir
115,6,18,9,529,1,3,7,3743,24,12,532,538,25,3744,530,13,10,15,9,21,4272,16,3750,3761,8,536,3749,7,19,3746,27,3752,10,535,547,4,108,27,1587,4761,126,3743,529,42,21,54,18,54,1980047,63,26201,67374,7,3703,22458,6,18,11229,162,33687,9,3174,9522,3,Red Blend
116,3,12,11,253,1,10,4,1077,15,21,263,264,16,1078,254,7,14,14,13,22,1330,15,1081,1089,5,257,1080,4,13,1087,23,1088,12,256,265,11,36,110,2530,2783,48,1077,253,12,40,33,30,120,272481,44,4308,12924,4,1012,3231,3,12,10770,132,11847,11,759,3036,10,Pinot Noir
117,3,53,14,10,2,10,0,4235,56,24,20,24,53,4237,12,3,10,17,13,63,4245,14,4235,4288,2,10,4238,5,55,4245,67,4249,16,13,63,12,159,140,100,140,0,8470,20,0,0,42,30,530,42350,0,0,224455,0,0,12705,6,106,42350,742,59290,28,30,530,20,Chardonnay
118,6,55,14,643,2,7,50,5245,61,21,650,657,105,5247,645,56,57,20,13,62,5888,64,5295,5300,52,693,5251,8,57,5252,69,5259,16,649,698,9,330,98,4501,9002,2750,10490,1286,300,350,84,42,385,3372535,700,262250,288475,100,32150,31470,12,110,36715,770,73430,28,3858,35365,14,Syrah
119,6,36,12,159,1,7,50,4560,42,19,166,171,86,4561,160,56,57,18,13,43,4719,62,4610,4596,51,209,4566,7,37,4567,48,4572,13,165,195,8,216,84,1113,1908,1800,4560,159,300,350,72,42,252,725040,600,228000,164160,50,7950,27360,6,36,31920,432,54720,12,954,5724,7,Syrah
120,6,26,11,121,1,7,32,416,32,18,128,132,58,417,122,38,39,17,13,33,537,43,448,442,33,153,422,7,27,423,37,427,12,127,147,8,156,77,847,1331,832,416,121,192,224,66,42,182,50336,352,13312,10816,32,3872,2496,6,26,2912,286,4576,11,726,3146,7,Chardonnay
121,4,46,13,39,1,4,35,334,50,17,43,52,81,335,40,39,39,17,8,50,373,48,369,380,36,74,338,5,47,338,59,347,14,43,85,5,184,52,156,507,1610,334,39,140,140,52,16,184,13026,455,11690,15364,35,1365,1336,4,46,1336,598,4342,13,156,1794,4,Red Blend
122,6,44,10,539,1,9,7,886,50,19,548,549,51,887,540,13,16,16,15,53,1425,17,893,930,8,546,892,7,45,895,54,896,11,545,583,10,264,90,4851,5390,308,886,539,42,63,60,54,396,477554,70,6202,38984,7,3773,5316,6,44,7974,440,8860,10,3234,23716,9,Red Blend
123,6,21,11,647,1,7,50,3829,27,18,654,658,71,3830,648,56,57,17,13,28,4476,61,3879,3850,51,697,3835,7,22,3836,32,3840,12,653,668,8,126,77,4529,7117,1050,3829,647,300,350,66,42,147,2477363,550,191450,80409,50,32350,22974,6,21,26803,231,42119,11,3882,13587,7,Cabernet Sauvignon
124,0,11,6,342,0,12,21,4854,11,18,354,348,32,4854,342,21,33,6,12,23,5196,27,4875,4865,21,363,4854,0,11,4866,17,4860,6,342,353,12,0,72,4104,2052,231,0,0,0,252,0,0,132,1660068,126,101934,53394,0,7182,0,0,0,58248,66,29124,0,0,3762,0,Red Blend
125,6,60,13,478,1,9,7,207,66,22,487,491,67,208,479,13,16,19,15,69,685,20,214,267,8,485,213,7,61,216,73,220,14,484,538,10,360,117,4302,6214,420,207,478,42,63,78,54,540,98946,91,1449,12420,7,3346,1242,6,60,1863,780,2691,13,2868,28680,9,Chardonnay
126,6,31,8,159,1,7,50,909,37,15,166,167,81,910,160,56,57,14,13,38,1068,58,959,940,51,209,915,7,32,916,39,917,9,165,190,8,186,56,1113,1272,1550,909,159,300,350,48,42,217,144531,400,45450,28179,50,7950,5454,6,31,6363,248,7272,8,954,4929,7,Syrah
127,6,13,8,454,1,3,7,2562,19,11,457,462,20,2563,455,13,10,14,9,16,3016,15,2569,2575,8,461,2568,7,14,2565,21,2570,9,460,467,4,78,24,1362,3632,91,2562,454,42,21,48,18,39,1163148,56,17934,33306,7,3178,15372,6,13,7686,104,20496,8,2724,5902,3,Red Blend
128,6,8,7,159,1,7,50,1684,14,14,166,166,58,1685,160,56,57,13,13,15,1843,57,1734,1692,51,209,1690,7,9,1691,15,1691,8,165,167,8,48,49,1113,1113,400,1684,159,300,350,42,42,56,267756,350,84200,13472,50,7950,10104,6,8,11788,56,11788,7,954,1272,7,Red Blend
129,6,34,12,508,1,6,7,4640,40,18,514,520,41,4641,509,13,13,18,12,40,5148,19,4647,4674,8,515,4646,7,35,4646,46,4652,13,514,542,7,204,72,3048,6096,238,4640,508,42,42,72,36,204,2357120,84,32480,157760,7,3556,27840,6,34,27840,408,55680,12,3048,17272,6,Red Blend
130,6,26,12,554,1,9,7,4658,32,21,563,566,33,4659,555,13,16,18,15,35,5212,19,4665,4684,8,561,4664,7,27,4667,38,4670,13,560,580,10,156,108,4986,6648,182,4658,554,42,63,72,54,234,2580532,84,32606,121108,7,3878,27948,6,26,41922,312,55896,12,3324,14404,9,Cabernet Sauvignon
131,6,32,12,121,1,7,32,1668,38,19,128,133,64,1669,122,38,39,18,13,39,1789,44,1700,1700,33,153,1674,7,33,1675,44,1680,13,127,153,8,192,84,847,1452,1024,1668,121,192,224,72,42,224,201828,384,53376,53376,32,3872,10008,6,32,11676,384,20016,12,726,3872,7,Chardonnay
132,3,8,6,48,0,10,3,2791,11,16,58,54,11,2791,48,6,13,9,13,18,2839,9,2794,2799,3,51,2794,3,8,2801,14,2797,6,51,56,10,24,60,480,288,24,0,0,9,30,18,30,80,133968,18,8373,22328,0,144,8373,0,0,27910,48,16746,0,144,384,0,Pinot Noir
133,3,56,9,116,1,10,11,2997,59,19,126,125,67,2998,117,14,21,12,13,66,3113,20,3008,3053,12,127,3000,4,57,3007,65,3006,10,119,172,11,168,90,1160,1044,616,2997,116,33,110,27,30,560,347652,99,32967,167832,11,1276,8991,3,56,29970,504,26973,9,348,6496,10,Red Blend
134,3,8,6,218,0,1,37,3276,11,7,219,224,45,3276,218,40,38,9,4,9,3494,43,3313,3284,37,255,3279,3,8,3277,14,3282,6,221,226,1,24,6,218,1308,296,0,0,111,37,18,3,8,714168,222,121212,26208,0,8066,9828,0,0,3276,48,19656,0,654,1744,0,Chardonnay
135,5,4,6,630,0,12,10,5005,9,18,642,636,14,5005,630,15,22,11,17,16,5635,16,5015,5009,10,640,5010,5,4,5017,10,5011,6,635,634,12,20,72,7560,3780,40,0,0,50,120,30,60,48,3153150,60,50050,20020,0,6300,25025,0,0,60060,24,30030,0,3150,2520,0,Red Blend
136,4,46,9,76,1,4,46,4941,50,13,80,85,92,4942,77,50,50,13,8,50,5017,55,4987,4987,47,122,4945,5,47,4945,55,4950,10,80,122,5,184,36,304,684,2116,4941,76,184,184,36,16,184,375516,414,227286,227286,46,3496,19764,4,46,19764,414,44469,9,304,3496,4,Red Blend
137,6,20,5,388,0,9,7,3961,26,14,397,393,27,3961,388,13,16,11,15,29,4349,12,3968,3981,7,395,3967,6,20,3970,25,3966,5,394,408,9,120,45,3492,1940,140,0,0,42,63,30,54,180,1536868,35,27727,79220,0,2716,23766,0,0,35649,100,19805,0,2328,7760,0,Pinot Noir
138,3,46,14,510,2,10,19,1896,49,24,520,524,65,1898,512,22,29,17,13,56,2406,33,1915,1942,21,529,1899,5,48,1906,60,1910,16,513,556,12,138,140,5100,7140,874,3792,1020,57,190,42,30,460,966960,266,36024,87216,38,9690,5688,6,92,18960,644,26544,28,1530,23460,20,Red Blend
139,3,14,7,382,1,10,6,3359,17,17,392,389,20,3360,383,9,16,10,13,24,3741,13,3365,3373,7,388,3362,4,15,3369,21,3366,8,385,396,11,42,70,3820,2674,84,3359,382,18,60,21,30,140,1283138,42,20154,47026,6,2292,10077,3,14,33590,98,23513,7,1146,5348,10,Red Blend
140,5,15,7,442,1,12,8,5027,20,19,454,449,23,5028,443,13,20,12,17,27,5469,15,5035,5042,9,450,5032,6,16,5039,22,5034,8,447,457,13,75,84,5304,3094,120,5027,442,40,96,35,60,180,2221934,56,40216,75405,8,3536,25135,5,15,60324,105,35189,7,2210,6630,12,Red Blend
141,6,16,11,317,1,9,7,3068,22,20,326,328,23,3069,318,13,16,17,15,25,3385,18,3075,3084,8,324,3074,7,17,3077,27,3079,12,323,333,10,96,99,2853,3487,112,3068,317,42,63,66,54,144,972556,77,21476,49088,7,2219,18408,6,16,27612,176,33748,11,1902,5072,9,Cabernet Sauvignon
142,6,25,9,159,1,11,50,2611,31,20,170,168,75,2612,160,56,61,15,17,36,2770,59,2661,2636,51,209,2617,7,26,2622,34,2620,10,165,184,12,150,99,1749,1431,1250,2611,159,300,550,54,66,275,415149,450,130550,65275,50,7950,15666,6,25,28721,225,23499,9,954,3975,11,Cabernet Sauvignon
143,3,18,7,193,1,10,19,2179,21,17,203,200,37,2180,194,22,29,10,13,28,2372,26,2198,2197,20,212,2182,4,19,2189,25,2186,8,196,211,11,54,70,1930,1351,342,2179,193,57,190,21,30,180,420547,133,41401,39222,19,3667,6537,3,18,21790,126,15253,7,579,3474,10,Red Blend
144,0,21,10,342,1,12,21,97,21,22,354,352,42,98,343,21,33,10,12,33,439,31,118,118,22,363,97,1,22,109,31,107,11,342,363,13,0,120,4104,3420,441,97,342,0,252,0,0,252,33174,210,2037,2037,21,7182,0,0,21,1164,210,970,10,0,7182,12,Red Blend
145,6,36,11,647,1,11,50,197,42,22,658,658,86,198,648,56,61,17,17,47,844,61,247,233,51,697,203,7,37,208,47,208,12,653,683,12,216,121,7117,7117,1800,197,647,300,550,66,66,396,127459,550,9850,7092,50,32350,1182,6,36,2167,396,2167,11,3882,23292,11,Chardonnay
146,6,32,9,414,1,6,7,3627,38,15,420,423,39,3628,415,13,13,15,12,38,4041,16,3634,3659,8,421,3633,7,33,3633,41,3636,10,420,446,7,192,54,2484,3726,224,3627,414,42,42,54,36,192,1501578,63,25389,116064,7,2898,21762,6,32,21762,288,32643,9,2484,13248,6,Cabernet Sauvignon
147,6,8,7,159,1,7,50,1,14,14,166,166,58,2,160,56,57,13,13,15,160,57,51,9,51,209,7,7,9,8,15,8,8,165,167,8,48,49,1113,1113,400,1,159,300,350,42,42,56,159,350,50,8,50,7950,6,6,8,7,56,7,7,954,1272,7,Red Blend
148,4,46,7,34,1,4,35,3657,50,11,38,41,81,3658,35,39,39,11,8,50,3691,42,3692,3703,36,69,3661,5,47,3661,53,3664,8,38,80,5,184,28,136,238,1610,3657,34,140,140,28,16,184,124338,245,127995,168222,35,1190,14628,4,46,14628,322,25599,7,136,1564,4,Pinot Noir
149,6,25,8,239,1,7,32,398,31,15,246,247,57,399,240,38,39,14,13,32,637,40,430,423,33,271,404,7,26,405,33,406,9,245,264,8,150,56,1673,1912,800,398,239,192,224,48,42,175,95122,256,12736,9950,32,7648,2388,6,25,2786,200,3184,8,1434,5975,7,Chardonnay
150,6,41,11,538,1,9,7,5282,47,20,547,549,48,5283,539,13,16,17,15,50,5820,18,5289,5323,8,545,5288,7,42,5291,52,5293,12,544,579,10,246,99,4842,5918,287,5282,538,42,63,66,54,369,2841716,77,36974,216562,7,3766,31692,6,41,47538,451,58102,11,3228,22058,9,Cabernet Sauvignon
151,6,30,12,519,1,6,7,2440,36,18,525,531,37,2441,520,13,13,18,12,36,2959,19,2447,2470,8,526,2446,7,31,2446,42,2452,13,525,549,7,180,72,3114,6228,210,2440,519,42,42,72,36,180,1266360,84,17080,73200,7,3633,14640,6,30,14640,360,29280,12,3114,15570,6,Cabernet Sauvignon
152,4,30,8,364,1,4,46,3539,34,12,368,372,76,3540,365,50,50,12,8,34,3903,54,3585,3569,47,410,3543,5,31,3543,38,3547,9,368,394,5,120,32,1456,2912,1380,3539,364,184,184,32,16,120,1288196,368,162794,106170,46,16744,14156,4,30,14156,240,28312,8,1456,10920,4,Red Blend
153,6,26,8,97,1,9,7,716,32,17,106,105,33,717,98,13,16,14,15,35,813,15,723,742,8,104,722,7,27,725,34,724,9,103,123,10,156,72,873,776,182,716,97,42,63,48,54,234,69452,56,5012,18616,7,679,4296,6,26,6444,208,5728,8,582,2522,9,Chardonnay
154,3,22,8,510,1,10,19,1954,25,18,520,518,41,1955,511,22,29,11,13,32,2464,27,1973,1976,20,529,1957,4,23,1964,30,1962,9,513,532,11,66,80,5100,4080,418,1954,510,57,190,24,30,220,996540,152,37126,42988,19,9690,5862,3,22,19540,176,15632,8,1530,11220,10,Red Blend
155,6,81,11,159,1,11,50,3790,87,22,170,170,131,3791,160,56,61,17,17,92,3949,61,3840,3871,51,209,3796,7,82,3801,92,3801,12,165,240,12,486,121,1749,1749,4050,3790,159,300,550,66,66,891,602610,550,189500,306990,50,7950,22740,6,81,41690,891,41690,11,954,12879,11,Syrah
156,6,10,8,281,1,11,50,3772,16,19,292,289,60,3773,282,56,61,14,17,21,4053,58,3822,3782,51,331,3778,7,11,3783,18,3780,9,287,291,12,60,88,3091,2248,500,3772,281,300,550,48,66,110,1059932,400,188600,37720,50,14050,22632,6,10,41492,80,30176,8,1686,2810,11,Red Blend
157,6,51,12,516,1,6,7,4917,57,18,522,528,58,4918,517,13,13,18,12,57,5433,19,4924,4968,8,523,4923,7,52,4923,63,4929,13,522,567,7,306,72,3096,6192,357,4917,516,42,42,72,36,306,2537172,84,34419,250767,7,3612,29502,6,51,29502,612,59004,12,3096,26316,6,Cabernet Sauvignon
158,6,36,10,645,1,7,32,3220,42,17,652,655,68,3221,646,38,39,16,13,43,3865,42,3252,3256,33,677,3226,7,37,3227,46,3230,11,651,681,8,216,70,4515,6450,1152,3220,645,192,224,60,42,252,2076900,320,103040,115920,32,20640,19320,6,36,22540,360,32200,10,3870,23220,7,Cabernet Sauvignon
159,3,200,16,61,2,10,6,4304,203,26,71,77,206,4306,63,9,16,19,13,210,4365,22,4310,4504,8,67,4307,5,202,4314,216,4320,18,64,261,12,600,160,610,976,1200,8608,122,18,60,48,30,2000,262544,96,25824,860800,12,366,12912,6,400,43040,3200,68864,32,183,12200,20,Red Blend
160,3,11,9,218,1,1,37,3105,14,10,219,227,48,3106,219,40,38,12,4,12,3323,46,3142,3116,38,255,3108,4,12,3106,20,3114,10,221,229,2,33,9,218,1962,407,3105,218,111,37,27,3,11,676890,333,114885,34155,37,8066,9315,3,11,3105,99,27945,9,654,2398,1,Red Blend
161,6,51,10,414,1,6,7,3038,57,16,420,424,58,3039,415,13,13,16,12,57,3452,17,3045,3089,8,421,3044,7,52,3044,61,3048,11,420,465,7,306,60,2484,4140,357,3038,414,42,42,60,36,306,1257732,70,21266,154938,7,2898,18228,6,51,18228,510,30380,10,2484,21114,6,Cabernet Sauvignon
162,3,13,8,276,1,10,4,979,16,18,286,284,17,980,277,7,14,11,13,23,1255,12,983,992,5,280,982,4,14,989,21,987,9,279,289,11,39,80,2760,2208,52,979,276,12,40,24,30,130,270204,32,3916,12727,4,1104,2937,3,13,9790,104,7832,8,828,3588,10,Pinot Noir
163,0,14,3,342,0,12,21,2461,14,15,354,345,35,2461,342,21,33,3,12,26,2803,24,2482,2475,21,363,2461,0,14,2473,17,2464,3,342,356,12,0,36,4104,1026,294,0,0,0,252,0,0,168,841662,63,51681,34454,0,7182,0,0,0,29532,42,7383,0,0,4788,0,Red Blend
164,5,21,9,588,1,12,18,156,26,21,600,597,39,157,589,23,30,14,17,33,744,27,174,177,19,606,161,6,22,168,30,165,10,593,609,13,105,108,7056,5292,378,156,588,90,216,45,60,252,91728,162,2808,3276,18,10584,780,5,21,1872,189,1404,9,2940,12348,12,Red Blend
165,3,31,4,276,0,10,4,1401,34,14,286,280,35,1401,276,7,14,7,13,41,1677,8,1405,1432,4,280,1404,3,31,1411,35,1405,4,279,307,10,93,40,2760,1104,124,0,0,12,40,12,30,310,386676,16,5604,43431,0,1104,4203,0,0,14010,124,5604,0,828,8556,0,Pinot Noir
